time,pd_error,lqr_error,hybrid_error,pd_tau,lqr_tau,hybrid_tau
10.58,9.482037459496663,9.859305515854237,13.138186783389468,0.002359251751738803,0.4330127018922193,0.43299457766525995
10.6,9.477043110475055,9.851657155183938,13.129076022126082,0.003161364073423907,0.4330127018922193,0.4330127018922193
10.620000000000001,9.468460914784076,9.844007597152954,13.119972437736164,0.0033333458602113498,0.4330127018922193,0.43299559039415103
10.64,9.46030385583243,9.836354904801471,13.110867638706763,0.004247753735909291,0.4330127018922193,0.4330127018922193
10.66,9.452903309597156,9.828701111927982,13.101770079686162,0.0037469952342454233,0.4330127018922193,0.4329961211702625
10.68,9.445573338254519,9.821044124512166,13.092671197060545,0.003944083042103546,0.4330127018922193,0.4330127018922193
10.700000000000001,9.440292400871279,9.813386135563215,13.083579626966037,0.0028116930459796056,0.4330127018922193,0.4329966089338716
10.72,9.43494887669759,9.8057248936647,13.074486633840625,0.002928642268035052,0.4330127018922193,0.4330127018922193
10.74,9.428574229369461,9.798062751389617,13.065401395181194,0.002688142535610728,0.4330127018922193,0.43299491810992485
10.76,9.420512111963346,9.790397299585523,13.056315002830916,0.003188784522918341,0.4330127018922193,0.4330127018922193
10.78,9.409148201617647,9.782731050747111,13.047236229282204,0.0037718353584492645,0.4330127018922193,0.43299667237768635
10.8,9.401150054859706,9.775061437643334,13.038155993401071,0.009672032234059843,0.4330127018922193,0.4330127018922193
10.82,9.394369671681153,9.76739113304909,13.029083764724586,0.007515423944597429,0.4330127018922193,0.4329953267271882
10.84,9.388173862814744,9.759717411311097,13.020010289213689,0.00850807529038456,0.4330127018922193,0.4330127018922193
10.86,9.383448928965379,9.752043105846589,13.01094484750754,0.00590076808969599,0.4330127018922193,0.4329961459025391
10.88,9.376887579145771,9.744365332232665,13.001878012066758,0.003527279720483613,0.4330127018922193,0.4330127018922193
10.9,9.37278482721914,9.73668708489315,12.992819438460907,0.0035302141222143847,0.4330127018922193,0.43299578180007003
10.92,9.370238430280933,9.729005320286484,12.983759525654738,0.0020233763288305586,0.4330127018922193,0.4330127018922193
10.94,9.367222778798297,9.72132319421084,12.974707987220008,0.0019515172677879121,0.4330127018922193,0.43299611858908327
10.96,9.365873684333868,9.71363750365334,12.965655048303988,0.004997820847902707,0.4330127018922193,0.4330127018922193
10.98,9.36525056209972,9.70595156615639,12.956610545290687,0.0035881285728004706,0.4330127018922193,0.4329967715223356
11.0,9.364090691661726,9.698262018881628,12.947564529612878,0.0031017866372729337,0.4330127018922193,0.4330127018922193
11.02,9.363916857693017,9.690572341488798,12.938527022953938,0.0017454385042992612,0.4330127018922193,0.4329973681102308
11.040000000000001,9.36556618988822,9.682879010956238,12.929487903267834,0.004105851106255602,0.4330127018922193,0.4330127018922193
11.06,9.365825174674153,9.675185669436896,12.920457585215079,0.006549869337148459,0.4330127018922193,0.4329966747435983
11.08,9.36510115879545,9.66748863336557,12.911425773105444,0.005174270810386426,0.4330127018922193,0.4330127018922193
11.1,9.364272229165513,9.659791707767804,12.902402806517635,0.005373612952590288,0.4330127018922193,0.432997474136636
11.120000000000001,9.361502468281685,9.652091048171869,12.893378215736046,0.002140667803385312,0.4330127018922193,0.4330127018922193
11.14,9.361099546741814,9.644390622856864,12.884362842722796,0.0030383543661175786,0.4330127018922193,0.4329963373089493
11.16,9.361044545701446,9.636686426079557,12.875346043573892,0.0024425965341642424,0.4330127018922193,0.4330127018922193
11.18,9.359579747898533,9.628982589757253,12.866338666917652,0.0016788235909153979,0.4330127018922193,0.4329962132169384
11.200000000000001,9.359575437057336,9.621274946507038,12.85732989378318,0.003885215041922999,0.4330127018922193,0.4330127018922193
11.22,9.357617252421148,9.613567792271251,12.848330674619532,0.006501786112750529,0.4330127018922193,0.43299653903816504
11.24,9.354025981744309,9.605856797656665,12.8393300151435,0.004091508308494211,0.4330127018922193,0.4330127018922193
11.26,9.352958526046718,9.598146423021031,12.830339219201393,0.0025763073617512708,0.4330127018922193,0.43299582266202974
11.28,9.353545771719784,9.590432176587122,12.821347116932165,0.0030070683314762643,0.4330127018922193,0.4330127018922193
11.3,9.35490458842532,9.582718683521875,12.812364915084054,0.0021938049838549248,0.4330127018922193,0.4329967409828427
11.32,9.356415552758357,9.575001289287611,12.803381267785422,0.0014226848973101292,0.4330127018922193,0.4330127018922193
11.34,9.359332611032157,9.567284784254756,12.794407795506608,0.001542670173889658,0.4330127018922193,0.4329962618214719
11.36,9.362629596153292,9.559564350747944,12.785432976492967,0.0010011074132006174,0.4330127018922193,0.4330127018922193
11.38,9.366309816555399,9.55184494474031,12.776468547753495,0.0015479287848243017,0.4330127018922193,0.4329961517086178
11.4,9.369919708370137,9.544121585036226,12.767502811095838,0.0019016443443598476,0.4330127018922193,0.4330127018922193
